label,clean_text,source,label_id
phishing,Security notice: Unusual activity was detected on your account profile. Please review recent sign-in attempts and confirm your information. Our records indicate this matter should be reviewed promptly. Reference number: 1000. Additional details may be available upon verification.,llm,1
phishing,Urgent: We noticed multiple login attempts from a new device. Verification is required to prevent temporary restrictions. Immediate attention is requested. Case ID 1001.,llm,1
phishing,"Urgent: Your account settings appear to have changed recently. If this was not expected, review the activity summary attached to this message. Immediate attention is requested. Case ID 1002.",llm,1
phishing,Security notice: Unusual activity was detected on your account profile. Please review recent sign-in attempts and confirm your information. Notification reference: 1003. This message was generated automatically.,llm,1
phishing,Security notice: Unusual activity was detected on your account profile. Please review recent sign-in attempts and confirm your information. Notification reference: 1004. This message was generated automatically.,llm,1
phishing,Account access may be limited due to an authentication mismatch. Please confirm your profile details. Our records indicate this matter should be reviewed promptly. Reference number: 1005. Additional details may be available upon verification.,llm,1
phishing,Security notice: Unusual activity was detected on your account profile. Please review recent sign-in attempts and confirm your information. Our records indicate this matter should be reviewed promptly. Reference number: 1006. Additional details may be available upon verification.,llm,1
phishing,"Urgent: Your account settings appear to have changed recently. If this was not expected, review the activity summary attached to this message. Immediate attention is requested. Case ID 1007.",llm,1
phishing,A recent security review identified inconsistencies in your account records. Action may be required. Notification reference: 1008. This message was generated automatically.,llm,1
phishing,Security notice: Unusual activity was detected on your account profile. Please review recent sign-in attempts and confirm your information. Notification reference: 1009. This message was generated automatically.,llm,1
phishing,"Your account settings appear to have changed recently. If this was not expected, review the activity summary attached to this message. Notification reference: 1010. This message was generated automatically.",llm,1
phishing,Urgent: Account access may be limited due to an authentication mismatch. Please confirm your profile details. Immediate attention is requested. Case ID 1011.,llm,1
phishing,Account access may be limited due to an authentication mismatch. Please confirm your profile details. Notification reference: 1012. This message was generated automatically.,llm,1
phishing,We noticed multiple login attempts from a new device. Verification is required to prevent temporary restrictions. Our records indicate this matter should be reviewed promptly. Reference number: 1013. Additional details may be available upon verification.,llm,1
phishing,"Your account settings appear to have changed recently. If this was not expected, review the activity summary attached to this message. During a routine review, a reference item (ID 1014) was flagged for follow-up. Please review the information at your earliest convenience.",llm,1
phishing,We noticed multiple login attempts from a new device. Verification is required to prevent temporary restrictions. We need your action soon. System show issue and account may stop working if not checked. Ref #1015.,llm,1
phishing,"Urgent: Your account settings appear to have changed recently. If this was not expected, review the activity summary attached to this message. Immediate attention is requested. Case ID 1016.",llm,1
phishing,We noticed multiple login attempts from a new device. Verification is required to prevent temporary restrictions. Our records indicate this matter should be reviewed promptly. Reference number: 1017. Additional details may be available upon verification.,llm,1
phishing,"Security notice: Unusual activity was detected on your account profile. Please review recent sign-in attempts and confirm your information. During a routine review, a reference item (ID 1018) was flagged for follow-up. Please review the information at your earliest convenience.",llm,1
phishing,Security notice: Unusual activity was detected on your account profile. Please review recent sign-in attempts and confirm your information. We need your action soon. System show issue and account may stop working if not checked. Ref #1019.,llm,1
phishing,We noticed multiple login attempts from a new device. Verification is required to prevent temporary restrictions. Notification reference: 1020. This message was generated automatically.,llm,1
phishing,We noticed multiple login attempts from a new device. Verification is required to prevent temporary restrictions. Our records indicate this matter should be reviewed promptly. Reference number: 1021. Additional details may be available upon verification.,llm,1
phishing,Account access may be limited due to an authentication mismatch. Please confirm your profile details. Notification reference: 1022. This message was generated automatically.,llm,1
phishing,"Security notice: Unusual activity was detected on your account profile. Please review recent sign-in attempts and confirm your information. During a routine review, a reference item (ID 1023) was flagged for follow-up. Please review the information at your earliest convenience.",llm,1
phishing,Security notice: Unusual activity was detected on your account profile. Please review recent sign-in attempts and confirm your information. Notification reference: 1024. This message was generated automatically.,llm,1
phishing,We noticed multiple login attempts from a new device. Verification is required to prevent temporary restrictions. Notification reference: 1025. This message was generated automatically.,llm,1
phishing,We noticed multiple login attempts from a new device. Verification is required to prevent temporary restrictions. Notification reference: 1026. This message was generated automatically.,llm,1
phishing,"Your account settings appear to have changed recently. If this was not expected, review the activity summary attached to this message. Our records indicate this matter should be reviewed promptly. Reference number: 1027. Additional details may be available upon verification.",llm,1
phishing,Urgent: Security notice: Unusual activity was detected on your account profile. Please review recent sign-in attempts and confirm your information. Immediate attention is requested. Case ID 1028.,llm,1
phishing,We noticed multiple login attempts from a new device. Verification is required to prevent temporary restrictions. Our records indicate this matter should be reviewed promptly. Reference number: 1029. Additional details may be available upon verification.,llm,1
phishing,"Your account settings appear to have changed recently. If this was not expected, review the activity summary attached to this message. Our records indicate this matter should be reviewed promptly. Reference number: 1030. Additional details may be available upon verification.",llm,1
phishing,Account access may be limited due to an authentication mismatch. Please confirm your profile details. We need your action soon. System show issue and account may stop working if not checked. Ref #1031.,llm,1
